eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97906E+11,1979,6,1,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,0,,1,0,Unknown,Police,Sandinista National Liberation Front (FSLN),,0,20,,Unknown,,,,,,
1.97906E+11,1979,6,1,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,0,,1,0,Unknown,Police,Sandinista National Liberation Front (FSLN),,0,30,,Unknown,,,,,,
1.97906E+11,1979,6,2,0,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,1,0,,1,0,Assassination,Police,Irish Republican Extremists,,0,,,Firearms,2,,,0,,
1.97906E+11,1979,6,2,0,Turkey,Middle East & North Africa,Adana,Adana,36.998256,35.319018,1,0,,1,0,Assassination,Educational Institution,Unknown,,0,2,,Firearms,1,,,0,,
1.97906E+11,1979,6,2,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,0,,1,0,Unknown,Government (General),Unknown,,0,5,,Unknown,0,,,0,,
1.97906E+11,1979,6,2,0,Iran,Middle East & North Africa,Khuzestan,Khorramshahr,30.442694,48.183987,1,0,,1,0,Armed Assault,Police,Unknown,,0,,,Firearms,,,,,,
1.97906E+11,1979,6,2,0,Philippines,Southeast Asia,Sulu,Patikul,6.089647,121.10537,1,0,,1,0,Armed Assault,Police,Moro National Liberation Front (MNLF),,0,,,Firearms,6,,,4,,
1.97906E+11,1979,6,2,0,Philippines,Southeast Asia,Sulu,Jolo,6.050458,121.012245,1,0,,1,0,Unknown,Police,Moro National Liberation Front (MNLF),,0,,,Unknown,1,,,1,,
1.97906E+11,1979,6,2,0,Philippines,Southeast Asia,Basilan,Unknown,6.705778,121.972109,4,0,,1,0,Unknown,Business,Moro National Liberation Front (MNLF),,0,,,Unknown,4,,,2,,
1.97906E+11,1979,6,3,0,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1,0,,1,0,Bombing/Explosion,Business,Palestinians,,0,,,Explosives,0,,,3,,
1.97906E+11,1979,6,3,0,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,1,0,,1,0,Bombing/Explosion,Police,Irish Republican Army (IRA),,0,,,Explosives,2,,,0,,
1.97906E+11,1979,6,3,0,United States,North America,Nebraska,Lincoln,40.81362,-96.707739,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,International Committee Against Nazism,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,3,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,,1,0,Assassination,Police,Unknown,,0,3,,Firearms,2,,,0,,
1.97906E+11,1979,6,3,0,Iran,Middle East & North Africa,Qom,Qom,34.640097,50.875948,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,0,,,0,,
1.97906E+11,1979,6,4,0,Rhodesia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Bombing/Explosion,Transportation,Guerrillas,,0,,,Explosives,0,,,18,,
1.97906E+11,1979,6,4,0,United States,North America,Virginia,Arlington,38.878742,-77.100006,1,0,,0,0,Assassination,Government (General),International Committee Against Nazism,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,4,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Unknown,Educational Institution,Union Guerrera Blanca (UGB),,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,4,0,Iran,Middle East & North Africa,Esfahan,Isfahan,32.65246,51.67462,1,0,,0,0,Assassination,Business,Unknown,,0,,,Unknown,0,,,1,,
1.97906E+11,1979,6,4,0,Lebanon,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1,1,,0,0,Assassination,Violent Political Party,Unknown,,0,,,Explosives,1,,,16,,
1.97906E+11,1979,6,4,0,Rhodesia,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,1,0,Armed Assault,Business,Guerrillas,,0,,,Firearms,5,,,4,,
1.97906E+11,1979,6,4,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Armed Assault,Police,Students,,0,100,,Incendiary,0,,,0,,
1.97906E+11,1979,6,5,1,Nicaragua,Central America & Caribbean,Leon,Leon district,12.399301,-86.877741,3,1,,1,0,Hostage Taking (Kidnapping),Military,Sandinista National Liberation Front (FSLN),,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,6,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,1,0,Bombing/Explosion,Transportation,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,6,0,Spain,Western Europe,Basque Country,Vergara,43.118217,-2.413358,1,0,,1,0,Assassination,Business,Basque Fatherland and Freedom (ETA),,0,2,,Firearms,1,,,0,,
1.97906E+11,1979,6,6,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Armed Assault,Military,Irish Republican Army (IRA),,0,,,Firearms,1,,,3,,
1.97906E+11,1979,6,6,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Hostage Taking (Kidnapping),Educational Institution,Unknown,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,6,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Sandinista National Liberation Front (FSLN),,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,6,1,Spain,Western Europe,Navarre,Pamplona,42.815372,-1.653616,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Basque Fatherland and Freedom (ETA),,0,3,,Unknown,0,,,0,,
1.97906E+11,1979,6,7,0,Spain,Western Europe,Navarre,Alsasua,42.895218,-2.168798,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,7,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Unknown,Educational Institution,Union Guerrera Blanca (UGB),,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,7,0,El Salvador,Central America & Caribbean,La Paz,San Rafael Obrajuelo,13.502357,-88.923425,1,0,,1,0,Unknown,Educational Institution,Unknown,,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,7,0,El Salvador,Central America & Caribbean,San Vicente,Santo Domingo,13.718815,-88.854604,1,0,,1,0,Assassination,Government (General),Guerrillas,,0,,,Unknown,1,,0,0,,0
1.97906E+11,1979,6,7,0,Spain,Western Europe,Basque Country,Tolosa,43.136978,-2.073914,1,0,,1,0,Assassination,Military,Basque Fatherland and Freedom (ETA),,0,2,,Firearms,1,,,0,,
1.97906E+11,1979,6,7,0,Iran,Middle East & North Africa,Kermanshah,Kermanshah,34.267394,47.11118,1,0,,1,0,Unknown,Government (General),Unknown,,0,,,Unknown,,,,,,
1.97906E+11,1979,6,7,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Bombing/Explosion,Educational Institution,Irish Republican Army (IRA),,0,,,Firearms,0,,,0,,
1.97906E+11,1979,6,7,0,Venezuela,South America,Barinas,Colombia district,7.915723,-69.314762,3,0,,0,0,Hostage Taking (Kidnapping),Government (General),Colombians,,0,3,,Unknown,0,,,0,,
1.97906E+11,1979,6,8,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,1,0,Bombing/Explosion,Government (General),Irish Republican Army (IRA),,0,,,Explosives,,,,,,
1.97906E+11,1979,6,8,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,1,0,Bombing/Explosion,Government (General),Irish Republican Army (IRA),,0,,,Explosives,,,,,,
1.97906E+11,1979,6,8,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,1,0,Bombing/Explosion,Government (General),Irish Republican Army (IRA),,0,,,Explosives,0,,,5,,
1.97906E+11,1979,6,8,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Unknown,Educational Institution,Union Guerrera Blanca (UGB),,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,8,0,Italy,Western Europe,Piedmont,Turin,45.072731,7.679541,1,0,,1,0,Armed Assault,Business,Red Brigades,,0,4,,Firearms,0,,,1,,
1.97906E+11,1979,6,8,0,El Salvador,Central America & Caribbean,San Salvador,San Martin,13.738762,-89.054916,1,0,,1,0,Armed Assault,Government (General),People's Liberation Forces (FPL),,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,1,Philippines,Southeast Asia,Northern Samar,Mapanas,12.475771,125.255491,1,0,,1,0,Hostage Taking (Barricade Incident),Private Citizens & Property,Unknown,,0,,,Firearms,0,,,1,,
1.97906E+11,1979,6,8,0,Colombia,South America,Antioquia,Remedios,7.07786,-74.70355,1,0,,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),,0,,,Unknown,,,,,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,8,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Facility/Infrastructure Attack,Business,Corsican National Liberation Front (FLNC),,0,15,,Incendiary,0,,,0,,
1.97906E+11,1979,6,9,0,United States,North America,Puerto Rico,Mayaguez,18.201318,-67.145125,1,0,,0,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,9,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Unknown,Educational Institution,Union Guerrera Blanca (UGB),,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,9,0,Japan,East Asia,Kanagawa,Kawasaki,35.530906,139.703051,1,0,,1,0,Unarmed Assault,Private Citizens & Property,Unknown,,0,10,,Melee,2,,,1,,
1.97906E+11,1979,6,9,0,Philippines,Southeast Asia,Maguindanao,Cotabato City,7.209594,124.241966,1,0,,1,0,Assassination,Government (General),Moro National Liberation Front (MNLF),,0,,,Firearms,3,,,1,,
1.97906E+11,1979,6,9,0,Spain,Western Europe,Basque Country,Vitoria,42.84964,-2.692359,1,0,,1,0,Armed Assault,Police,Basque Fatherland and Freedom (ETA),,0,4,,Firearms,0,,,3,,
1.97906E+11,1979,6,9,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Armed Assault,Terrorists/Non-State Militia,Ulster Freedom Fighters (UFF),,0,,,Firearms,1,,1,,,
1.97906E+11,1979,6,10,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,10,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,5,0,,1,0,Unknown,Educational Institution,Union Guerrera Blanca (UGB),,0,,,Unknown,1,,,0,,
1.97906E+11,1979,6,10,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,1,0,Assassination,Military,Unknown,,0,,,Firearms,3,,,0,,
1.97906E+11,1979,6,10,0,United Kingdom,Western Europe,Northern Ireland,Keady,54.250039,-6.703625,1,0,,0,0,Armed Assault,Police,Irish Republican Army (IRA),,0,3,,Firearms,0,,,1,,
1.97906E+11,1979,6,11,0,Chile,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1,0,,1,0,Bombing/Explosion,Journalists & Media,Movement of the Revolutionary Left (MIR) (Chile),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,11,0,Chile,South America,Antofagasta,Antofagasta,-23.650193,-70.400018,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,11,0,Chile,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1,0,,0,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,11,0,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,4,,Explosives,3,,,5,,
1.97906E+11,1979,6,11,0,El Salvador,Central America & Caribbean,San Miguel,San Miguel,13.491242,-88.173134,1,0,,1,0,Assassination,Government (General),People's Liberation Forces (FPL),,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,11,0,Tanzania,Sub-Saharan Africa,Dar es Salaam,Dar es Saleam,-6.813546,39.239418,1,0,,1,0,Assassination,Violent Political Party,Pan Africanist Congress (PAC),,0,3,,Firearms,1,,,0,,
1.97906E+11,1979,6,11,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,0,0,Assassination,Government (General),Irish Republican Army (IRA),,0,,,Explosives,0,,,1,,
1.97906E+11,1979,6,11,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,0,0,Assassination,Government (General),Irish Republican Army (IRA),,0,,,Explosives,0,,,1,,
1.97906E+11,1979,6,12,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,1,0,Bombing/Explosion,Government (General),Irish Republican Army (IRA),,0,,,Explosives,,,,,,
1.97906E+11,1979,6,12,0,United Kingdom,Western Europe,England,Birmingham,52.482961,-1.893592,1,0,,1,0,Bombing/Explosion,Government (General),Irish Republican Army (IRA),,0,,,Explosives,0,,,7,,
1.97906E+11,1979,6,12,0,Italy,Western Europe,Sardinia,Sassari,40.727165,8.558468,1,0,,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,0,2,,Unknown,,,,,,
1.97906E+11,1979,6,13,0,Israel,Middle East & North Africa,Haifa,Hadera,32.434788,34.92157,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Palestinians,,0,1,,Explosives,0,,,0,,
1.97906E+11,1979,6,13,0,Spain,Western Europe,Basque Country,Urizar de Lemoniz,43.413244,-2.902253,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,1,,,,,
1.97906E+11,1979,6,13,0,Lebanon,Middle East & North Africa,North,Tripoli,34.437883,35.831195,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,13,0,United States,North America,New York,Mineola,40.748705,-73.642488,1,0,,0,0,Assassination,Private Citizens & Property,The Jewish Execution with Silence,,0,1,,Melee,0,,,1,,
1.97906E+11,1979,6,13,0,United Kingdom,Western Europe,Northern Ireland,Blackwatertown,54.41295,-6.702064,1,0,,1,0,Assassination,Private Citizens & Property,Irish National Liberation Army (INLA),,0,,,Firearms,1,,,,,
1.97906E+11,1979,6,14,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,,,,,,
1.97906E+11,1979,6,14,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,1,0,Bombing/Explosion,Police,Unknown,,0,,,Explosives,,,,,,
1.97906E+11,1979,6,14,0,Iran,Middle East & North Africa,Khuzestan,Khorramshahr,30.442694,48.183987,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Basque Fatherland and Freedom (ETA),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,14,0,India,South Asia,Mizoram,Unknown,23.164543,92.937574,4,0,,1,0,Assassination,Government (General),Mizo National Front,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,14,0,Iran,Middle East & North Africa,Sistan and Balochistan,Iranshahr,27.198889,60.684349,1,0,,1,0,Facility/Infrastructure Attack,Journalists & Media,Unknown,,0,7,,Unknown,1,,,2,,
1.97906E+11,1979,6,14,1,El Salvador,Central America & Caribbean,Santa Ana,Santa Ana,13.981479,-89.555717,1,0,,1,0,Hostage Taking (Kidnapping),Business,People's Revolutionary Army (ERP) (El Salvador),,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,15,0,Iraq,Middle East & North Africa,Basra,Basra,30.510054,47.778095,1,0,,1,0,Assassination,Government (General),Unknown,,0,1,,Unknown,1,,,0,,
1.97906E+11,1979,6,15,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Left-wing extremists,,0,,,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,,,0,,
1.97906E+11,1979,6,15,1,El Salvador,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,,1,0,Hostage Taking (Kidnapping),Business,Unknown,,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,15,1,Italy,Western Europe,Lombardy,Mantova,45.160365,10.797698,1,0,,1,0,Hostage Taking (Kidnapping),Business,Unknown,,0,,,Unknown,0,,,0,,
1.97906E+11,1979,6,15,0,Rhodesia,Sub-Saharan Africa,Mashonaland East,Goromonzi district,-17.809143,31.353936,3,0,,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Zimbabwe African Nationalist Union (ZANU),,0,,,Unknown,,,,,,
1.97906E+11,1979,6,15,0,South Africa,Sub-Saharan Africa,Transvaal,Unknown,-25.476646,30.978892,4,0,,0,0,Bombing/Explosion,Transportation,African National Congress (South Africa),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Territorial Resistance Army,,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,0,0,Bombing/Explosion,Government (General),Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Government (General),Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Bombing/Explosion,Government (General),Armed Revolutionary Nuclei (NAR),,0,,,Explosives,0,,,23,,
1.97906E+11,1979,6,16,0,Spain,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1,0,,0,0,Bombing/Explosion,Private Citizens & Property,Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Bombing/Explosion,Government (General),Armed Revolutionary Nuclei (NAR),,0,,,Incendiary,0,,,23,,
1.97906E+11,1979,6,16,0,Syria,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.14352,1,0,,1,0,Bombing/Explosion,Military,Muslim Brotherhood,,0,14,,Firearms,54,,,,,
1.97906E+11,1979,6,16,0,Colombia,South America,Caldas,Unknown,5.25001,-75.50003,4,0,,1,0,Hostage Taking (Kidnapping),Business,Revolutionary Armed Forces of Colombia (FARC),,0,,,Unknown,,,,,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corse-du-Sud,Ajaccio,41.930607,8.742907,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Haute-Corse,Bastia,42.699997,9.447317,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Haute-Corse,Calvi,42.567651,8.757222,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Haute-Corse,Corte,42.309409,9.149022,1,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corsica,Unknown,41.918891,8.737554,4,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corsica,Unknown,41.918891,8.737554,4,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corsica,Unknown,41.918891,8.737554,4,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corsica,Unknown,41.918891,8.737554,4,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corsica,Unknown,41.918891,8.737554,4,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,16,0,France,Western Europe,Corsica,Unknown,41.918891,8.737554,4,0,,1,0,Bombing/Explosion,Unknown,Corsican National Liberation Front (FLNC),,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,17,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,0,,1,0,Assassination,Private Citizens & Property,Sandinista National Liberation Front (FSLN),,0,,,Firearms,2,,,0,,
1.97906E+11,1979,6,18,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,18,0,Colombia,South America,Valle del Cauca,Trujillo,4.21238,-76.31923,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,1,,,0,,
1.97906E+11,1979,6,18,0,Colombia,South America,Magdalena,Santa Marta,11.242035,-74.205384,1,0,,1,0,Unknown,Private Citizens & Property,M-19 (Movement of April 19),,0,,,Unknown,0,,,1,,
1.97906E+11,1979,6,19,0,Italy,Western Europe,Piedmont,Turin,45.072731,7.679541,1,0,,1,0,Facility/Infrastructure Attack,Government (General),Armed Revolutionary Nuclei (NAR),,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,19,0,Italy,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,0,,,0,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,1,0,,1,0,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),,0,,,Incendiary,0,,,0,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Ballycastle,55.201427,-6.252041,1,0,,1,0,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),,0,,,Incendiary,0,,,3,,
1.97906E+11,1979,6,19,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Facility/Infrastructure Attack,Business,Irish Republican Army (IRA),,0,,,Incendiary,0,,,0,,
